backnumber,player_id,team_id,position,birthday,profile
58,Cade Gibson,MIA,Pitcher,02/18/1998,"188cm, 88kg"
53,Calvin Faucher,MIA,Pitcher,09/22/1995,"185cm, 86kg"
33,Eric Wagaman,MIA,First Base,08/14/1997,"193cm, 95kg"
39,Eury Pérez,MIA,Pitcher,04/15/2003,"203cm, 100kg"
62,George Soriano,MIA,Pitcher,03/24/1999,"188cm, 95kg"
64,Heriberto Hernández,MIA,Outfielder,12/16/1999,"183cm, 88kg"
63,Jack Winkler,MIA,Second Base,11/04/1998,"185cm, 84kg"
87,Jakob Marsee,MIA,Outfielder,06/28/2001,"183cm, 82kg"
26,Janson Junk,MIA,Pitcher,01/15/1996,"188cm, 89kg"
46,Javier Sanoja,MIA,Second Base,09/03/2002,"170cm, 68kg"
41,Joey Wiemer,MIA,Outfielder,02/11/1999,"193cm, 103kg"
66,Josh Simpson,MIA,Pitcher,08/19/1997,"188cm, 86kg"
84,Lake Bachar,MIA,Pitcher,06/03/1995,"188cm, 99kg"
34,Liam Hicks,MIA,Catcher,06/02/1999,"175cm, 84kg"
24,Maximo Acosta,MIA,Shortstop,10/29/2002,"180cm, 85kg"
49,Michael Petersen,MIA,Pitcher,05/16/1994,"201cm, 88kg"
6,Otto Lopez,MIA,Second Base,10/01/1998,"178cm, 84kg"
32,Ronny Henriquez,MIA,Pitcher,06/20/2000,"178cm, 70kg"
35,Ryan Weathers,MIA,Pitcher,12/17/1999,"185cm, 104kg"
22,Sandy Alcantara,MIA,Pitcher,09/07/1995,"196cm, 91kg"
75,Troy Johnston,MIA,Outfield,06/22/1997,"180cm, 93kg"
30,Tyler Phillips,MIA,Pitcher,10/27/1997,"196cm, 102kg"
83,Valente Bellozo,MIA,Pitcher,01/04/2000,"178cm, 94kg"
10,Victor Mesa Jr.,MIA,Outfielder,09/08/2001,"180cm, 88kg"
9,Xavier Edwards,MIA,Shortstop,08/09/1999,"173cm, 79kg"
99,Aaron Judge,NYY,Outfielder,04/26/1992,"201cm, 128kg"
14,Amed Rosario,NYY,Third Base,11/20/1995,"188cm, 86kg"
11,Anthony Volpe,NYY,Shortstop,04/28/2001,"178cm, 89kg"
29,Austin Slater,NYY,Outfielder,12/13/1992,"185cm, 93kg"
28,Austin Wells,NYY,Catcher,07/12/1999,"185cm, 100kg"
22,Ben Rice,NYY,First Base,02/22/1999,"188cm, 103kg"
31,Cam Schlittler,NYY,Pitcher,02/05/2001,"198cm, 102kg"
75,Camilo Doval,NYY,Pitcher,07/04/1997,"188cm, 93kg"
55,Carlos Rodón,NYY,Pitcher,12/10/1992,"188cm, 116kg"
35,Cody Bellinger,NYY,Outfielder,07/13/1995,"190cm, 93kg"
53,David Bednar,NYY,Pitcher,10/10/1994,"185cm, 113kg"
38,Devin Williams,NYY,Pitcher,09/21/1994,"188cm, 88kg"
63,Fernando Cruz,NYY,Pitcher,03/28/1990,"188cm, 108kg"
27,Giancarlo Stanton,NYY,Designated Hitter,11/08/1989,"198cm, 111kg"
24,Jasson Domínguez,NYY,Outfielder,02/07/2003,"175cm, 99kg"
13,Jazz Chisholm Jr.,NYY,Second Base,02/01/1998,"180cm, 83kg"
72,José Caballero,NYY,Shortstop,08/30/1996,"178cm, 86kg"
81,Luis Gil,NYY,Pitcher,06/03/1998,"188cm, 84kg"
30,Luke Weaver,NYY,Pitcher,08/21/1993,"188cm, 82kg"
56,Mark Leiter Jr.,NYY,Pitcher,03/13/1991,"183cm, 95kg"
54,Max Fried,NYY,Pitcher,01/18/1994,"193cm, 86kg"
58,Paul Blackburn,NYY,Pitcher,12/04/1993,"185cm, 89kg"
48,Paul Goldschmidt,NYY,First Base,09/10/1987,"188cm, 102kg"
19,Ryan McMahon,NYY,Third Base,12/14/1994,"188cm, 99kg"
33,Ryan Yarbrough,NYY,Pitcher,12/31/1991,"196cm, 98kg"
41,Tim Hill,NYY,Pitcher,02/10/1990,"193cm, 95kg"
12,Trent Grisham,NYY,Outfielder,11/01/1996,"178cm, 100kg"
98,Will Warren,NYY,Pitcher,06/16/1999,"188cm, 91kg"
26,Aaron Ashby,MIL,Pitcher,05/24/1998,"183cm, 85kg"
45,Abner Uribe,MIL,Pitcher,06/20/2000,"190cm, 95kg"
28,Andrew Vaughn,MIL,First Base,04/03/1998,"178cm, 98kg"
14,Andruw Monasterio,MIL,Shortstop,05/30/1997,"180cm, 88kg"
16,Blake Perkins,MIL,Outfielder,09/10/1996,"183cm, 85kg"
53,Brandon Woodruff,MIL,Pitcher,02/10/1993,"193cm, 110kg"
2,Brice Turang,MIL,Second Base,11/21/1999,"180cm, 86kg"
21,Caleb Durbin,MIL,Third Base,02/22/2000,"170cm, 83kg"
39,Chad Patrick,MIL,Pitcher,08/14/1998,"185cm, 98kg"
22,Christian Yelich,MIL,Outfielder,12/05/1991,"190cm, 92kg"
33,Danny Jansen,MIL,Catcher,04/15/1995,"185cm, 109kg"
59,Erick Fedde,MIL,Pitcher,02/25/1993,"193cm, 93kg"
51,Freddy Peralta,MIL,Pitcher,06/04/1996,"183cm, 90kg"
56,Grant Anderson,MIL,Pitcher,06/21/1997,"183cm, 93kg"
6,Isaac Collins,MIL,Outfielder,07/22/1997,"173cm, 85kg"
11,Jackson Chourio,MIL,Outfielder,03/11/2004,"183cm, 93kg"
32,Jacob Misiorowski,MIL,Pitcher,04/03/2002,"201cm, 89kg"
9,Jake Bauers,MIL,Outfielder,10/06/1995,"183cm, 92kg"
47,Jared Koenig,MIL,Pitcher,01/24/1994,"196cm, 112kg"
31,Joel Payamps,MIL,Pitcher,04/07/1994,"190cm, 97kg"
3,Joey Ortiz,MIL,Shortstop,07/14/1998,"178cm, 83kg"
62,Jose Quintana,MIL,Pitcher,01/24/1989,"188cm, 102kg"
46,Quinn Priester,MIL,Pitcher,09/16/2000,"190cm, 95kg"
12,Rhys Hoskins,MIL,First Base,03/17/1993,"190cm, 109kg"
58,Rob Zastryzny,MIL,Pitcher,03/26/1992,"190cm, 93kg"
10,Sal Frelick,MIL,Outfielder,04/19/2000,"173cm, 85kg"
36,Tobias Myers,MIL,Pitcher,08/05/1998,"185cm, 101kg"
24,William Contreras,MIL,Catcher,12/24/1997,"178cm, 99kg"
39,Andrew Chafin,LAA,Pitcher,06/17/1990,"188cm, 107kg"
46,Brock Burke,LAA,Pitcher,08/04/1996,"193cm, 95kg"
22,Bryce Teodosio,LAA,Outfielder,06/18/1999,"190cm, 100kg"
36,Caden Dana,LAA,Pitcher,12/17/2003,"193cm, 98kg"
63,Chase Silseth,LAA,Pitcher,05/18/2000,"183cm, 98kg"
33,Chris Taylor,LAA,Outfielder,08/29/1990,"183cm, 89kg"
7,Jo Adell,LAA,Outfielder,04/08/1999,"188cm, 98kg"
68,José Fermin,LAA,Pitcher,11/28/2001,"190cm, 110kg"
59,José Soriano,LAA,Pitcher,10/20/1998,"190cm, 100kg"
54,José Ureña,LAA,Pitcher,09/12/1991,"188cm, 94kg"
74,Kenley Jansen,LAA,Pitcher,09/30/1987,"196cm, 120kg"
28,Kyle Hendricks,LAA,Pitcher,12/07/1989,"190cm, 86kg"
21,Logan Davidson,LAA,First Base,12/26/1997,"190cm, 84kg"
66,Luis García,LAA,Pitcher,01/30/1987,"188cm, 109kg"
2,Luis Rengifo,LAA,Third Base,02/26/1997,"178cm, 88kg"
15,Matthew Lugo,LAA,Outfielder,05/09/2001,"183cm, 86kg"
27,Mike Trout,LAA,Outfielder,08/07/1991,"188cm, 107kg"
70,Mitch Farris,LAA,Pitcher,02/14/2001,"188cm, 88kg"
10,Oswald Peraza,LAA,Third Base,06/15/2000,"180cm, 91kg"
24,Robert Stephenson,LAA,Pitcher,02/24/1993,"190cm, 93kg"
57,Sammy Peralta,LAA,Pitcher,05/10/1998,"188cm, 98kg"
13,Scott Kingery,LAA,Second Base,04/29/1994,"175cm, 82kg"
38,Sebastián  Rivero,LAA,Catcher,11/16/1998,"185cm, 95kg"
3,Taylor Ward,LAA,Outfielder,12/14/1993,"183cm, 91kg"
25,Travis d'Arnaud,LAA,Catcher,02/10/1989,"183cm, 95kg"
5,Yoán Moncada,LAA,Third Base,05/27/1995,"183cm, 100kg"
16,Yusei Kikuchi,LAA,Pitcher,06/17/1991,"183cm, 95kg"
9,Zach Neto,LAA,Shortstop,01/31/2001,"180cm, 84kg"
25,Adrian Del Castillo,ARI,Catcher,09/27/1999,"178cm, 94kg"
5,Alek Thomas,ARI,Outfielder,04/28/2000,"175cm, 79kg"
27,Andrew Saalfrank,ARI,Pitcher,08/18/1997,"190cm, 93kg"
21,Anthony DeSclafani,ARI,Pitcher,04/18/1990,"188cm, 88kg"
9,Blaze Alexander,ARI,Shortstop,06/11/1999,"183cm, 73kg"
32,Brandon Pfaadt,ARI,Pitcher,10/15/1998,"193cm, 100kg"
55,Brandyn Garcia,ARI,Pitcher,05/27/2000,"193cm, 107kg"
65,Connor Kaiser,ARI,Shortstop,11/20/1996,"190cm, 88kg"
7,Corbin Carroll,ARI,Outfielder,08/21/2000,"178cm, 75kg"
57,Eduardo Rodriguez,ARI,Pitcher,04/07/1993,"188cm, 105kg"
14,Gabriel Moreno,ARI,Catcher,02/14/2000,"175cm, 88kg"
2,Geraldo Perdomo,ARI,Shortstop,10/22/1999,"188cm, 92kg"
6,Ildemaro Vargas,ARI,Second Base,07/16/1991,"180cm, 92kg"
31,Jake McCarthy,ARI,Outfielder,07/30/1997,"185cm, 98kg"
41,Jake Woodford,ARI,Pitcher,10/28/1996,"193cm, 98kg"
68,Jalen Beeks,ARI,Pitcher,07/10/1993,"180cm, 98kg"
8,James McCann,ARI,Catcher,06/13/1990,"190cm, 107kg"
46,John Curtiss,ARI,Pitcher,04/05/1993,"196cm, 100kg"
10,Jordan Lawlar,ARI,Shortstop,07/17/2002,"183cm, 86kg"
1,Jorge Barrosa,ARI,Outfielder,02/17/2001,"168cm, 75kg"
4,Ketel Marte,ARI,Second Base,10/12/1993,"183cm, 95kg"
43,Kyle Backhus,ARI,Pitcher,01/31/1998,"193cm, 84kg"
61,Nabil Crismatt,ARI,Pitcher,12/25/1994,"185cm, 100kg"
81,Ryan Thompson,ARI,Pitcher,06/26/1992,"196cm, 95kg"
19,Ryne Nelson,ARI,Pitcher,02/01/1998,"190cm, 83kg"
54,Taylor Rashi,ARI,Pitcher,01/15/1996,"193cm, 100kg"
13,Tim Tawa,ARI,Second Base,04/07/1999,"180cm, 89kg"
23,Zac Gallen,ARI,Pitcher,08/03/1995,"188cm, 86kg"
49,Albert Suárez,BAL,Pitcher,10/08/1989,"190cm, 107kg"
70,Alex Jackson,BAL,Catcher,12/25/1995,"185cm, 108kg"
37,Cade Povich,BAL,Pitcher,04/12/2000,"190cm, 84kg"
16,Coby Mayo,BAL,First Base,12/10/2001,"193cm, 104kg"
17,Colton Cowser,BAL,Outfielder,03/20/2000,"190cm, 100kg"
64,Dean Kremer,BAL,Pitcher,01/07/1996,"188cm, 95kg"
71,Dietrich Enns,BAL,Pitcher,05/16/1991,"185cm, 95kg"
12,Dylan Beavers,BAL,Outfielder,08/11/2001,"196cm, 93kg"
15,Dylan Carlson,BAL,Outfielder,10/23/1998,"188cm, 91kg"
26,Emmanuel Rivera,BAL,Third Base,06/29/1996,"183cm, 102kg"
86,Grant Wolfram,BAL,Pitcher,12/12/1996,"201cm, 109kg"
2,Gunnar Henderson,BAL,Shortstop,06/29/2001,"190cm, 100kg"
7,Jackson Holliday,BAL,Second Base,12/04/2003,"183cm, 84kg"
82,Jeremiah Jackson,BAL,Second Base,03/26/2000,"180cm, 75kg"
3,Jorge Mateo,BAL,Shortstop,06/23/1995,"185cm, 91kg"
57,Kade Strowd,BAL,Pitcher,09/17/1997,"188cm, 91kg"
45,Keegan Akin,BAL,Pitcher,04/01/1995,"183cm, 109kg"
38,Kyle Bradish,BAL,Pitcher,09/12/1996,"190cm, 98kg"
52,Luis Vázquez,BAL,Shortstop,10/10/1999,"183cm, 75kg"
50,Rico Garcia,BAL,Pitcher,01/10/1994,"175cm, 91kg"
6,Ryan Mountcastle,BAL,First Base,02/18/1997,"190cm, 100kg"
29,Samuel Basallo,BAL,Catcher,08/13/2004,"193cm, 82kg"
62,Shawn Dubin,BAL,Pitcher,09/06/1995,"183cm, 74kg"
19,Tomoyuki Sugano,BAL,Pitcher,10/11/1989,"185cm, 90kg"
28,Trevor Rogers,BAL,Pitcher,11/13/1997,"196cm, 98kg"
9,Tyler O'Neill,BAL,Outfielder,06/22/1995,"178cm, 91kg"
68,Tyler Wells,BAL,Pitcher,08/26/1994,"203cm, 118kg"
78,Yennier Cano,BAL,Pitcher,03/09/1994,"193cm, 111kg"
2,Alex Bregman,BOS,Third Base,03/30/1994,"180cm, 86kg"
18,Ali Sánchez,BOS,Catcher,01/20/1997,"183cm, 91kg"
44,Aroldis Chapman,BOS,Pitcher,02/28/1988,"193cm, 107kg"
66,Brayan Bello,BOS,Pitcher,05/17/1999,"185cm, 88kg"
75,Carlos Narváez,BOS,Catcher,11/26/1998,"183cm, 86kg"
3,Ceddanne Rafaela,BOS,Outfielder,09/18/2000,"178cm, 75kg"
72,Chris Murphy,BOS,Pitcher,06/05/1998,"185cm, 84kg"
71,Connelly Early,BOS,Pitcher,04/03/2002,"190cm, 88kg"
12,Connor Wong,BOS,Catcher,05/19/1996,"178cm, 86kg"
17,David Hamilton,BOS,Second Base,09/29/1997,"180cm, 85kg"
35,Garrett Crochet,BOS,Pitcher,06/21/1999,"198cm, 111kg"
22,Garrett Whitlock,BOS,Pitcher,06/11/1996,"196cm, 101kg"
57,Greg Weissert,BOS,Pitcher,02/04/1995,"188cm, 107kg"
16,Jarren Duran,BOS,Outfielder,09/05/1996,"185cm, 93kg"
63,Justin Slaten,BOS,Pitcher,09/15/1997,"193cm, 101kg"
32,Justin Wilson,BOS,Pitcher,08/18/1987,"188cm, 93kg"
38,Kyle Harrison,BOS,Pitcher,08/12/2001,"188cm, 95kg"
54,Lucas Giolito,BOS,Pitcher,07/14/1994,"198cm, 111kg"
7,Masataka Yoshida,BOS,Outfielder,07/15/1993,"173cm, 87kg"
40,Nate Eaton,BOS,Third Base,12/22/1996,"180cm, 91kg"
37,Nathaniel Lowe,BOS,First Base,07/07/1995,"193cm, 100kg"
20,Nick Sogard,BOS,First Base,09/09/1997,"185cm, 86kg"
70,Payton Tolle,BOS,Pitcher,11/01/2002,"198cm, 113kg"
30,Rob Refsnyder,BOS,Outfielder,03/26/1991,"183cm, 98kg"
23,Romy Gonzalez,BOS,First Base,09/06/1996,"183cm, 98kg"
41,Steven Matz,BOS,Pitcher,05/29/1991,"188cm, 93kg"
10,Trevor Story,BOS,Shortstop,11/15/1992,"185cm, 95kg"
76,Zack Kelly,BOS,Pitcher,03/03/1995,"190cm, 105kg"
38,Aaron Civale,CHC,Pitcher,06/12/1995,"185cm, 111kg"
59,Andrew Kittredge,CHC,Pitcher,03/17/1990,"185cm, 104kg"
32,Ben Brown,CHC,Pitcher,09/09/1999,"198cm, 95kg"
40,Brad Keller,CHC,Pitcher,07/27/1995,"196cm, 116kg"
22,Cade Horton,CHC,Pitcher,08/20/2001,"185cm, 96kg"
24,Caleb Thielbar,CHC,Pitcher,01/31/1987,"183cm, 93kg"
41,Carlos Santana,CHC,First Base,04/08/1986,"178cm, 95kg"
15,Carson Kelly,CHC,Catcher,07/14/1994,"185cm, 96kg"
53,Colin Rea,CHC,Pitcher,07/01/1990,"196cm, 100kg"
7,Dansby Swanson,CHC,Shortstop,02/11/1994,"183cm, 86kg"
45,Drew Pomeranz,CHC,Pitcher,11/22/1988,"196cm, 112kg"
8,Ian Happ,CHC,Outfielder,08/12/1994,"180cm, 93kg"
50,Jameson Taillon,CHC,Pitcher,11/18/1991,"196cm, 104kg"
72,Javier Assad,CHC,Pitcher,07/30/1997,"185cm, 91kg"
3,Justin Turner,CHC,First Base,11/23/1984,"180cm, 94kg"
13,Kevin Alcántara,CHC,Outfielder,07/12/2002,"198cm, 85kg"
6,Matt Shaw,CHC,Third Base,11/06/2001,"178cm, 84kg"
16,Matthew Boyd,CHC,Pitcher,02/02/1991,"190cm, 101kg"
29,Michael Busch,CHC,First Base,11/09/1997,"183cm, 95kg"
25,Moisés Ballesteros,CHC,Catcher,11/08/2003,"173cm, 88kg"
2,Nico Hoerner,CHC,Second Base,05/13/1997,"180cm, 91kg"
4,Pete Crow-Armstrong,CHC,Outfielder,03/25/2002,"183cm, 83kg"
37,Porter Hodge,CHC,Pitcher,02/21/2001,"193cm, 104kg"
20,Reese McGuire,CHC,Catcher,03/02/1995,"183cm, 106kg"
27,Seiya Suzuki,CHC,Outfielder,08/18/1994,"183cm, 83kg"
18,Shota Imanaga,CHC,Pitcher,09/01/1993,"178cm, 79kg"
17,Taylor Rogers,CHC,Pitcher,12/17/1990,"190cm, 86kg"
1,Willi Castro,CHC,Outfielder,04/24/1997,"183cm, 93kg"
41,Andrew Abbott,CIN,Pitcher,06/01/1999,"183cm, 87kg"
12,Austin Hays,CIN,Outfielder,07/05/1995,"180cm, 91kg"
51,Brady Singer,CIN,Pitcher,08/04/1996,"196cm, 98kg"
31,Brent Suter,CIN,Pitcher,08/29/1989,"193cm, 97kg"
26,Chase Burns,CIN,Pitcher,01/16/2003,"190cm, 95kg"
34,Connor Phillips,CIN,Pitcher,05/04/2001,"188cm, 95kg"
44,Elly De La Cruz,CIN,Shortstop,01/11/2002,"196cm, 91kg"
15,Emilio Pagán,CIN,Pitcher,05/07/1991,"188cm, 94kg"
2,Gavin Lux,CIN,Outfielder,11/23/1997,"180cm, 86kg"
23,Graham Ashcraft,CIN,Pitcher,02/11/1998,"188cm, 112kg"
21,Hunter Greene,CIN,Pitcher,08/06/1999,"196cm, 110kg"
35,Jose Trevino,CIN,Catcher,11/28/1992,"175cm, 98kg"
3,Ke'Bryan Hayes,CIN,Third Base,01/28/1997,"180cm, 98kg"
9,Matt McLain,CIN,Second Base,08/06/1999,"175cm, 82kg"
38,Miguel Andujar,CIN,Outfielder,03/02/1995,"183cm, 96kg"
40,Nick Lodolo,CIN,Pitcher,02/05/1998,"198cm, 98kg"
28,Nick Martinez,CIN,Pitcher,08/05/1990,"185cm, 91kg"
16,Noelvi Marte,CIN,Third Base,10/16/2001,"188cm, 98kg"
43,Sal Stewart,CIN,Third Base,12/07/2003,"185cm, 102kg"
4,Santiago Espinal,CIN,Third Base,11/13/1994,"178cm, 84kg"
58,Scott Barlow,CIN,Pitcher,12/18/1992,"190cm, 95kg"
7,Spencer Steer,CIN,First Base,12/07/1997,"175cm, 84kg"
29,TJ Friedl,CIN,Outfielder,08/14/1995,"173cm, 82kg"
64,Tony Santillan,CIN,Pitcher,04/15/1997,"190cm, 129kg"
37,Tyler Stephenson,CIN,Catcher,08/16/1996,"190cm, 102kg"
30,Will Benson,CIN,Outfielder,06/16/1998,"193cm, 104kg"
78,Zach Maxwell,CIN,Pitcher,01/26/2001,"198cm, 125kg"
52,Zack Littell,CIN,Pitcher,10/05/1995,"193cm, 113kg"
1,Angel Martínez,CLE,Outfielder,01/27/2002,"180cm, 91kg"
27,Austin Hedges,CLE,Catcher,08/18/1992,"183cm, 100kg"
23,Bo Naylor,CLE,Catcher,02/21/2000,"183cm, 93kg"
4,Brayan Rocchio,CLE,Shortstop,01/13/2001,"175cm, 77kg"
63,C.J. Kayfus,CLE,First Base,10/28/2001,"183cm, 87kg"
36,Cade Smith,CLE,Pitcher,05/09/1999,"196cm, 104kg"
10,Daniel Schneemann,CLE,Second Base,01/23/1997,"180cm, 84kg"
6,David Fry,CLE,First Base,11/20/1995,"185cm, 98kg"
62,Erik Sabrowski,CLE,Pitcher,10/31/1997,"193cm, 104kg"
13,Gabriel Arias,CLE,Shortstop,02/27/2000,"185cm, 98kg"
32,Gavin Williams,CLE,Pitcher,07/26/1999,"198cm, 113kg"
35,George Valera,CLE,Outfielder,11/13/2000,"178cm, 88kg"
33,Hunter Gaddis,CLE,Pitcher,04/09/1998,"198cm, 118kg"
16,Jakob Junis,CLE,Pitcher,09/16/1992,"190cm, 108kg"
43,Jhonkensy Noel,CLE,Outfielder,07/15/2001,"190cm, 113kg"
54,Joey Cantillo,CLE,Pitcher,12/18/1999,"193cm, 102kg"
11,José Ramírez,CLE,Third Base,09/17/1992,"173cm, 86kg"
49,Kolby Allard,CLE,Pitcher,08/13/1997,"185cm, 88kg"
9,Kyle Manzardo,CLE,First Base,07/18/2000,"183cm, 93kg"
26,Logan Allen,CLE,Pitcher,09/05/1998,"183cm, 86kg"
52,Matt Festa,CLE,Pitcher,03/11/1993,"185cm, 88kg"
22,Nolan Jones,CLE,Outfielder,05/07/1998,"196cm, 88kg"
77,Parker Messick,CLE,Pitcher,10/26/2000,"183cm, 102kg"
44,Slade Cecconi,CLE,Pitcher,06/24/1999,"193cm, 99kg"
38,Steven Kwan,CLE,Outfielder,09/05/1997,"173cm, 77kg"
28,Tanner Bibee,CLE,Pitcher,03/05/1999,"188cm, 93kg"
29,Tim Herrin,CLE,Pitcher,10/08/1996,"198cm, 104kg"
61,Zak Kent,CLE,Pitcher,02/24/1998,"190cm, 94kg"
57,Angel Chivilli,COL,Pitcher,07/28/2002,"188cm, 73kg"
43,Anthony Molina,COL,Pitcher,01/12/2002,"185cm, 77kg"
49,Antonio Senzatela,COL,Pitcher,01/21/1995,"185cm, 107kg"
16,Blaine Crim,COL,First Base,06/17/1997,"178cm, 91kg"
37,Braxton Fulford,COL,Catcher,12/09/1998,"178cm, 86kg"
9,Brenton Doyle,COL,Outfielder,05/14/1998,"190cm, 100kg"
32,Chase Dollander,COL,Pitcher,10/26/2001,"188cm, 91kg"
3,Drew Romo,COL,Catcher,08/29/2001,"185cm, 93kg"
14,Ezequiel Tovar,COL,Shortstop,08/01/2001,"183cm, 73kg"
48,Germán Márquez,COL,Pitcher,02/22/1995,"185cm, 104kg"
15,Hunter Goodman,COL,Catcher,10/08/1999,"183cm, 95kg"
0,Jaden Hill,COL,Pitcher,12/22/1999,"193cm, 106kg"
44,Jimmy Herget,COL,Pitcher,09/09/1993,"190cm, 77kg"
27,Jordan Beck,COL,Outfielder,04/19/2001,"188cm, 102kg"
47,Juan Mejia,COL,Pitcher,07/04/2000,"190cm, 91kg"
6,Kyle Farmer,COL,Second Base,08/17/1990,"180cm, 93kg"
21,Kyle Freeland,COL,Pitcher,05/14/1993,"193cm, 93kg"
12,Kyle Karros,COL,Third Base,07/26/2002,"196cm, 100kg"
51,McCade Brown,COL,Pitcher,08/15/2000,"198cm, 102kg"
22,Mickey Moniak,COL,Outfielder,05/13/1998,"188cm, 88kg"
11,Orlando Arcia,COL,Shortstop,08/04/1994,"180cm, 85kg"
59,Roansy Contreras,COL,Pitcher,11/07/1999,"185cm, 93kg"
8,Ryan Ritter,COL,Shortstop,11/10/2000,"185cm, 91kg"
50,Ryan Rolison,COL,Pitcher,07/11/1997,"188cm, 97kg"
29,Tanner Gordon,COL,Pitcher,10/26/1997,"196cm, 98kg"
2,Tyler Freeman,COL,Outfielder,05/21/1999,"180cm, 86kg"
38,Victor Vodnik,COL,Pitcher,10/09/1999,"183cm, 91kg"
35,Yanquiel Fernández,COL,Outfielder,01/01/2003,"188cm, 90kg"
77,Andy Ibáñez,DET,Third Base,04/03/1993,"178cm, 93kg"
67,Bailey Horn,DET,Pitcher,01/15/1998,"188cm, 95kg"
75,Brenan Hanifee,DET,Pitcher,05/29/1998,"196cm, 98kg"
12,Casey Mize,DET,Pitcher,05/01/1997,"190cm, 96kg"
50,Charlie Morton,DET,Pitcher,11/12/1983,"196cm, 98kg"
40,Chris Paddack,DET,Pitcher,01/08/1996,"196cm, 98kg"
33,Colt Keith,DET,Second Base,08/14/2001,"188cm, 96kg"
13,Dillon Dingler,DET,Catcher,09/17/1998,"185cm, 95kg"
25,Gleyber Torres,DET,Second Base,12/13/1996,"180cm, 93kg"
9,Jack Flaherty,DET,Pitcher,10/15/1995,"193cm, 102kg"
18,Jahmai Jones,DET,Outfielder,08/04/1997,"178cm, 95kg"
34,Jake Rogers,DET,Catcher,04/18/1995,"183cm, 91kg"
28,Javier Báez,DET,Outfielder,12/01/1992,"180cm, 86kg"
65,José Urquidy,DET,Pitcher,05/01/1995,"183cm, 98kg"
54,Keider Montero,DET,Pitcher,07/06/2000,"185cm, 66kg"
30,Kerry Carpenter,DET,Outfielder,09/02/1997,"185cm, 100kg"
22,Parker Meadows,DET,Outfielder,11/02/1999,"196cm, 93kg"
99,Rafael Montero,DET,Pitcher,10/17/1990,"183cm, 88kg"
31,Riley Greene,DET,Outfielder,09/28/2000,"188cm, 91kg"
20,Spencer Torkelson,DET,First Base,08/26/1999,"185cm, 100kg"
29,Tarik Skubal,DET,Pitcher,11/20/1996,"190cm, 109kg"
43,Tommy Kahnle,DET,Pitcher,08/07/1989,"185cm, 104kg"
27,Trey Sweeney,DET,Shortstop,04/24/2000,"190cm, 96kg"
52,Troy Melton,DET,Pitcher,12/03/2000,"193cm, 95kg"
87,Tyler Holton,DET,Pitcher,06/13/1996,"188cm, 91kg"
46,Wenceel Pérez,DET,Outfielder,10/30/1999,"183cm, 92kg"
19,Will Vest,DET,Pitcher,06/06/1995,"183cm, 82kg"
39,Zach McKinstry,DET,Third Base,04/29/1995,"183cm, 82kg"
69,AJ Blubaugh,HOU,Pitcher,07/04/2000,"188cm, 86kg"
52,Bryan Abreu,HOU,Pitcher,04/22/1997,"185cm, 104kg"
74,Bryan King,HOU,Pitcher,11/05/1996,"185cm, 93kg"
11,Cam Smith,HOU,Outfielder,02/22/2003,"190cm, 102kg"
1,Carlos Correa,HOU,Shortstop,09/22/1994,"190cm, 100kg"
8,Christian Walker,HOU,First Base,03/28/1991,"180cm, 94kg"
61,Colton Gordon,HOU,Pitcher,12/20/1998,"193cm, 102kg"
46,Craig Kimbrel,HOU,Pitcher,05/28/1988,"183cm, 98kg"
53,Cristian Javier,HOU,Pitcher,03/26/1997,"185cm, 95kg"
65,Enyel De Los Santos,HOU,Pitcher,12/25/1995,"190cm, 107kg"
59,Framber Valdez,HOU,Pitcher,11/19/1993,"180cm, 104kg"
58,Hunter Brown,HOU,Pitcher,08/29/1998,"188cm, 100kg"
68,J.P. France,HOU,Pitcher,04/04/1995,"183cm, 90kg"
6,Jake Meyers,HOU,Outfielder,06/18/1996,"183cm, 91kg"
54,Jason Alexander,HOU,Pitcher,03/01/1993,"188cm, 103kg"
70,Jayden Murray,HOU,Pitcher,04/11/1997,"185cm, 86kg"
3,Jeremy Peña,HOU,Shortstop,09/22/1997,"185cm, 92kg"
4,Jesús Sánchez,HOU,Outfielder,10/07/1997,"193cm, 101kg"
27,Jose Altuve,HOU,Outfielder,05/06/1990,"168cm, 76kg"
14,Mauricio Dubón,HOU,Second Base,07/19/1994,"183cm, 78kg"
72,Nick Hernandez,HOU,Pitcher,12/30/1994,"185cm, 96kg"
29,Ramón Urías,HOU,Third Base,06/03/1994,"175cm, 84kg"
48,Steven Okert,HOU,Pitcher,07/09/1991,"188cm, 92kg"
26,Taylor Trammell,HOU,Outfielder,09/13/1997,"188cm, 100kg"
17,Victor Caratini,HOU,Catcher,08/17/1993,"183cm, 102kg"
21,Yainer Diaz,HOU,Catcher,09/21/1998,"180cm, 88kg"
44,Yordan Alvarez,HOU,Outfielder,06/27/1997,"193cm, 108kg"
16,Zach Cole,HOU,Outfielder,08/04/2000,"188cm, 86kg"
26,Adam Frazier,KC,Second Base,12/14/1991,"178cm, 86kg"
61,Angel Zerpa,KC,Pitcher,09/27/1999,"183cm, 100kg"
7,Bobby Witt Jr.,KC,Shortstop,06/14/2000,"185cm, 91kg"
53,Carlos Estévez,KC,Pitcher,12/28/1992,"198cm, 126kg"
22,Carter Jensen,KC,Catcher,07/03/2003,"183cm, 95kg"
